F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A1F3Y0S6-F1-model_v4,0.287,0.871,0.876
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.275,0.936,0.859
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.281,0.893,0.859
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A1W1WT92-F1-model_v4,0.263,0.971,0.894
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.234,1.000,0.964
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-F6CXK8-F1-model_v4,0.240,0.893,0.866
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.241,0.843,0.844
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.236,0.857,0.810
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A2D5ZMN2-F1-model_v4,0.231,0.850,0.842
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A1G2MSI7-F1-model_v4,0.205,0.900,0.890
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A1G0PG01-F1-model_v4,0.180,0.993,0.993
F6CXK8,mmseqs,AF-A0A0J8GPK7-F1-model_v4,AF-A0A2H5UZ57-F1-model_v4,0.178,0.800,0.771
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2P5N0A6-F1-model_v4,0.483,0.993,1.000
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A1K1ZP66-F1-model_v4,0.451,0.986,0.979
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A0J8GPK7-F1-model_v4,0.461,0.929,0.950
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2A4VUG8-F1-model_v4,0.437,0.901,0.928
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2E9IS27-F1-model_v4,0.349,0.922,0.923
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2A4T194-F1-model_v4,0.316,0.936,0.903
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2S6HCI3-F1-model_v4,0.321,0.879,0.885
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.305,0.879,0.866
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.291,0.922,0.866
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A1W1WT92-F1-model_v4,0.282,0.922,0.865
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2D5ZMN2-F1-model_v4,0.261,0.837,0.849
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A1F3Y0S6-F1-model_v4,0.237,0.929,1.000
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.234,0.837,0.849
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-F6CXK8-F1-model_v4,0.222,0.865,0.866
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.208,0.986,0.939
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.219,0.809,0.830
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A1G2MSI7-F1-model_v4,0.184,0.809,0.831
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A2H5UZ57-F1-model_v4,0.178,0.780,0.771
F6CXK8,mmseqs,AF-A0A1C3JR79-F1-model_v4,AF-A0A1G0PG01-F1-model_v4,0.166,0.929,0.948
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.540,0.934,0.921
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2D5ZMN2-F1-model_v4,0.444,0.949,0.935
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A0J8GPK7-F1-model_v4,0.289,0.876,0.871
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2A4VUG8-F1-model_v4,0.279,0.934,0.928
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2A4T194-F1-model_v4,0.259,0.861,0.807
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A1C3JR79-F1-model_v4,0.255,0.869,0.844
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.241,0.934,0.933
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.245,0.861,0.824
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.230,0.883,0.830
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2S6HCI3-F1-model_v4,0.232,0.861,0.842
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.231,0.861,0.785
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2P5N0A6-F1-model_v4,0.214,0.993,0.978
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A1G2MSI7-F1-model_v4,0.231,0.832,0.831
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A1W1WT92-F1-model_v4,0.224,0.861,0.780
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A1K1ZP66-F1-model_v4,0.221,0.861,0.831
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2E9IS27-F1-model_v4,0.207,0.861,0.839
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-F6CXK8-F1-model_v4,0.192,0.993,0.965
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A1G0PG01-F1-model_v4,0.178,1.000,1.000
F6CXK8,mmseqs,AF-A0A1F3Y0S6-F1-model_v4,AF-A0A2H5UZ57-F1-model_v4,0.192,0.803,0.771
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-F6CXK8-F1-model_v4,0.207,0.836,0.803
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A0J8GPK7-F1-model_v4,0.178,0.955,0.957
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.174,0.993,0.925
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A1G2MSI7-F1-model_v4,0.188,0.776,0.772
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A1F3Y0S6-F1-model_v4,0.188,0.776,0.774
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2S6HCI3-F1-model_v4,0.181,0.806,0.784
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A1W1WT92-F1-model_v4,0.181,0.791,0.709
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2D5ZMN2-F1-model_v4,0.176,0.821,0.806
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2E9IS27-F1-model_v4,0.165,0.955,0.937
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2A4T194-F1-model_v4,0.167,0.940,0.890
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.165,0.948,0.970
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.175,0.806,0.768
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2A4VUG8-F1-model_v4,0.167,0.888,0.877
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A1C3JR79-F1-model_v4,0.161,0.948,0.929
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2H5UZ57-F1-model_v4,0.166,0.836,0.799
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.159,0.933,0.921
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.160,0.948,0.832
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A2P5N0A6-F1-model_v4,0.165,0.799,0.775
F6CXK8,mmseqs,AF-A0A1G0PG01-F1-model_v4,AF-A0A1K1ZP66-F1-model_v4,0.164,0.806,0.775
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2A4T194-F1-model_v4,0.237,0.934,0.841
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2A4VUG8-F1-model_v4,0.248,0.831,0.819
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.217,0.993,0.978
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.222,0.890,0.826
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A1F3Y0S6-F1-model_v4,0.228,0.831,0.832
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2E9IS27-F1-model_v4,0.217,0.831,0.811
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.217,0.831,0.796
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2D5ZMN2-F1-model_v4,0.215,0.831,0.820
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A0J8GPK7-F1-model_v4,0.213,0.831,0.829
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.207,0.846,0.844
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2S6HCI3-F1-model_v4,0.216,0.772,0.755
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2H5UZ57-F1-model_v4,0.202,0.860,0.826
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A1K1ZP66-F1-model_v4,0.202,0.831,0.803
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A1W1WT92-F1-model_v4,0.195,0.831,0.752
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2P5N0A6-F1-model_v4,0.192,0.831,0.812
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A1C3JR79-F1-model_v4,0.188,0.831,0.809
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-F6CXK8-F1-model_v4,0.194,0.772,0.746
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A1G0PG01-F1-model_v4,0.185,0.772,0.776
F6CXK8,mmseqs,AF-A0A1G2MSI7-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.180,0.816,0.769
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A1C3JR79-F1-model_v4,0.454,0.979,0.986
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2P5N0A6-F1-model_v4,0.425,0.965,0.978
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2A4VUG8-F1-model_v4,0.427,0.866,0.884
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A0J8GPK7-F1-model_v4,0.332,0.965,0.993
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2S6HCI3-F1-model_v4,0.325,0.866,0.878
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.295,0.986,0.933
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.319,0.866,0.859
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2E9IS27-F1-model_v4,0.304,0.915,0.923
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2A4T194-F1-model_v4,0.303,0.873,0.848
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A1W1WT92-F1-model_v4,0.272,0.944,0.894
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2D5ZMN2-F1-model_v4,0.268,0.838,0.856
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.234,0.831,0.849
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A1F3Y0S6-F1-model_v4,0.221,0.831,0.861
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-F6CXK8-F1-model_v4,0.220,0.761,0.761
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.210,0.803,0.830
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A1G2MSI7-F1-model_v4,0.204,0.803,0.831
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2H5UZ57-F1-model_v4,0.196,0.775,0.771
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.189,0.852,0.830
F6CXK8,mmseqs,AF-A0A1K1ZP66-F1-model_v4,AF-A0A1G0PG01-F1-model_v4,0.163,0.845,0.903
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.475,1.000,0.993
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2E9IS27-F1-model_v4,0.309,0.879,0.937
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2A4T194-F1-model_v4,0.282,1.000,1.000
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2A4VUG8-F1-model_v4,0.275,0.901,0.971
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A1C3JR79-F1-model_v4,0.280,0.865,0.922
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2S6HCI3-F1-model_v4,0.287,0.816,0.878
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A0J8GPK7-F1-model_v4,0.264,0.894,0.971
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A1K1ZP66-F1-model_v4,0.267,0.894,0.944
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2P5N0A6-F1-model_v4,0.268,0.894,0.957
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.276,0.816,0.859
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.222,0.844,0.928
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2D5ZMN2-F1-model_v4,0.224,0.787,0.856
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-F6CXK8-F1-model_v4,0.211,0.887,0.930
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A1F3Y0S6-F1-model_v4,0.221,0.780,0.861
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2H5UZ57-F1-model_v4,0.196,0.908,0.951
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A1G2MSI7-F1-model_v4,0.193,0.752,0.831
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.199,0.695,0.770
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.188,0.780,0.810
F6CXK8,mmseqs,AF-A0A1W1WT92-F1-model_v4,AF-A0A1G0PG01-F1-model_v4,0.183,0.709,0.791
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.560,0.890,0.908
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A2S6HCI3-F1-model_v4,0.567,0.869,0.906
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A2A4VUG8-F1-model_v4,0.324,0.841,0.884
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A0J8GPK7-F1-model_v4,0.307,0.876,0.929
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A1C3JR79-F1-model_v4,0.301,0.903,0.936
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A2P5N0A6-F1-model_v4,0.309,0.841,0.877
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-F6CXK8-F1-model_v4,0.288,0.869,0.894
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.296,0.841,0.819
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A1W1WT92-F1-model_v4,0.287,0.876,0.851
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A1K1ZP66-F1-model_v4,0.290,0.848,0.873
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A2E9IS27-F1-model_v4,0.237,0.876,0.909
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A1F3Y0S6-F1-model_v4,0.241,0.807,0.861
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A2D5ZMN2-F1-model_v4,0.235,0.807,0.849
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A1G2MSI7-F1-model_v4,0.225,0.841,0.934
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.215,0.910,0.957
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.196,0.903,0.891
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.189,0.890,0.963
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A2H5UZ57-F1-model_v4,0.190,0.759,0.778
F6CXK8,mmseqs,AF-A0A2A4T194-F1-model_v4,AF-A0A1G0PG01-F1-model_v4,0.178,0.752,0.806
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A2P5N0A6-F1-model_v4,0.482,0.935,0.928
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A1C3JR79-F1-model_v4,0.441,0.928,0.901
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A0J8GPK7-F1-model_v4,0.427,0.928,0.936
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A1K1ZP66-F1-model_v4,0.423,0.884,0.866
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A2E9IS27-F1-model_v4,0.349,0.884,0.874
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A2A4T194-F1-model_v4,0.349,0.884,0.841
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.322,0.928,0.859
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A1W1WT92-F1-model_v4,0.284,0.971,0.901
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A2S6HCI3-F1-model_v4,0.286,0.949,0.942
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A1F3Y0S6-F1-model_v4,0.283,0.928,0.934
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.268,0.986,0.958
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A1G2MSI7-F1-model_v4,0.240,0.891,0.941
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A2D5ZMN2-F1-model_v4,0.237,0.935,0.928
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.241,0.877,0.878
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.232,0.928,0.933
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.239,0.855,0.816
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-F6CXK8-F1-model_v4,0.218,0.986,0.965
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A2H5UZ57-F1-model_v4,0.201,0.804,0.785
F6CXK8,mmseqs,AF-A0A2A4VUG8-F1-model_v4,AF-A0A1G0PG01-F1-model_v4,0.177,0.877,0.888
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A353EPT5-F1-model_v4,0.523,0.957,0.957
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A1F3Y0S6-F1-model_v4,0.449,0.935,0.949
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A1K1ZP66-F1-model_v4,0.271,0.856,0.838
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A1C3JR79-F1-model_v4,0.268,0.849,0.837
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A2S6HCI3-F1-model_v4,0.264,0.849,0.842
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A2T5IGC0-F1-model_v4,0.261,0.849,0.824
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A2A4T194-F1-model_v4,0.255,0.849,0.807
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A2P5N0A6-F1-model_v4,0.238,0.957,0.957
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A2A4VUG8-F1-model_v4,0.235,0.928,0.935
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A0J8GPK7-F1-model_v4,0.235,0.849,0.857
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A1W1WT92-F1-model_v4,0.229,0.856,0.787
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A062V5D3-F1-model_v4,0.217,0.921,0.933
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A2G2FVP3-F1-model_v4,0.218,0.849,0.785
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A1G2MSI7-F1-model_v4,0.221,0.820,0.831
F6CXK8,mmseqs,AF-A0A2D5ZMN2-F1-model_v4,AF-A0A2H9LGZ9-F1-model_v4,0.212,0.849,0.810
