GATase_2	3
GBP_PSP	3
GEL	5
GFO_IDH_MocA	2
GFO_IDH_MocA_C	2
GFO_IDH_MocA_NC	2
GFP	2
GGL	2
GHMP_kinases	2
GHMP_kinases_C	2
GHMP_kinases_N	2
GLA	4
GLUCAGON	2
GP120	2
GP41	2
GSH_synth_ATP	2
GSH_synthase	2
GSH_synthase_NC	2
GTP_cyclohydroI	2
GXGXG	2
GerE	2
Glu_syn_central	2
Glu_synth_NTN	2
Glucosamine_iso	2
Gly_radical	2
Glyco_hydro_18	4
Glyco_hydro_18_D1	4
Glyco_hydro_18_D2	4
Glyco_hydro_19	2
Glyco_hydro_2	3
Glyco_hydro_20	2
Glyco_hydro_20b	2
Glyco_hydro_2_N	2
Glyco_hydro_47	2
Glyco_hydro_48	2
Glyco_hydro_67	2
Glyco_transf_28	2
Glyco_transf_6	2
Glyco_transf_8	2
GroEL	2
HATPase_c	6
HCV_NS3	2
HGTP_anticodon	6
HIT	2
HLH	5
HMA	3
HMG-CoA_red	2
HMG_box	5
HPPK	2
HSF_DNA-bind	2
HSP20	2
HTH_AraC	4
HTH_AraC_2	2
Haloperoxidase	9
Ham1p_like	2
Heme_oxygenase	2
Hint	2
His_biosynth	2
Histidine_kinase	2
Hpr_kinase	2
Huristasin	3
Hydrolase	2
ICL	2
IF3	2
IF4E	2
IFN-gamma	2
IMPDH	2
IMS	2
INTERFERON_A_B_D	2
IRF	2
ISP	2
IU_nuc_hydro	2
Inh	2
Inos-1-P_synth	2
Integrase_Zn	2
Invasin	3
Isochorismatase	2
Jacalin	2
KAS	6
KH	2
KISc	4
KSI	2
Kchannel	2
L15	2
LBP_BPI_CETP	2
LDLa	4
LEM	2
LIF_OSM	2
LIM	5
LMWPc	3
LRR	3
Levi_coat	4
Lipase_3	3
Lipoprotein_4	2
Lipoprotein_6	2
Lum_binding	4
LuxS	4
Lyase_8	2
Lyase_8_C	2
Lyase_8_N	2
Lyase_8_NC	2
LysR_substrate	2
MAAL	2
MAAL_C	2
MAAL_N	2
MAP1_LC3	2
MATH	2
MBD	2
MCR_alpha	3
MCR_alpha_N	3
MCR_alpha_NC	3
MCR_beta	3
MCR_beta_N	3
MCR_beta_NC	3
MCR_gamma	3
MDH	2
MGS	2
MHC_II_C	8
MHC_II_N	13
MHC_II_alpha_NC	4
MHC_II_beta_NC	4
MIF	3
MIF4G	2
MIP	2
MM_CoA_mutase	4
MM_CoA_mutase_N	2
MSP_domain	2
MYSc	2
Malate_synthase	2
Me-amine-deh_L	2
Methyltransf_1	3
Methyltransf_2	2
MoCF_biosynth	4
ModA	2
ModE_C	2
Mu_DNA_bind	2
MurB_C	2
Mur_ligase	2
Mur_ligase_C	3
MutS_C	2
MutS_D2	2
MutS_D3	2
MutS_N	2
MutS_NC	2
N6_N4_Mtase	2
NADHdh_2	3
NHase_alpha	2
NHase_beta	2
NMT	2
NO_synthase	3
NTP_transf_2	2
NTP_transf_2_2	3
NTP_transf_2_N2	2
NTP_transferase	4
NiFeSe_Hases	3
Nitrophorin	2
Nitroreductase	3
NusB	2
OMPdecase	2
OTCace	5
Orbi_VP7	2
Orn_Arg_deC_N	2
Orn_Arg_deC_NC	2
Orn_DAP_Arg_deC	3
P	3
P-II	2
P53	2
PABP	2
PAC	2
PAF-AH	2
PAH	2
PAN	2
PAP2	2
PARATHYROID	2
PARP	2
PARP_reg	2
PAS	3
PAX	2
PA_phosphatase	3
PBD	2
PBP	2
PBP_C1	2
PBP_C2	2
PBP_GOBP	2
PBP_NC	2
PCI_1	2
PCMT	2
PCNA	2
PDGF	2
PDZ	6
PEP-utilizers	3
PEP-utilizers_C	2
PEP-utilizers_NC	2
PEPCK_ATP	2
PGAM	3
PGI	2
PGM_PMM	2
PGM_PMM_I	2
PGM_PMM_II	2
PGM_PMM_III	2
PGM_PMM_NC	2
PH	13
PHBH	2
PK	4
PKD	2
PMSR	2
PNTB	2
PPDK_N_term	2
PPTA	2
PRK	2
PSI_PsaE	3
PTB	3
PTS_EIIA_2	2
PX	2
Parvo_coat2	2
Pectinesterase	2
Penicil_amidase	2
Pep_deformylase	2
Pept_C1-like	2
Peptidase_A6	2
Peptidase_C15	2
Peptidase_C2	2
Peptidase_C2_D1	2
Peptidase_C2_D2	2
Peptidase_M10A	2
Peptidase_M16	2
Peptidase_M17	2
Peptidase_M17_N	2
Peptidase_M24	4
Peptidase_M27	2
Peptidase_S11	2
Peptidase_S15	2
Peptidase_S15_C	2
Peptidase_S15_N	2
Peptidase_S21	3
Peptidase_S24	2
Peptidase_S9	2
Peripla_BP_2	2
Pertussis_S2S3	2
Pertussis_S2S3_N	2
Pertussis_S2S3_NC	2
Phage_F	2
Phage_G	2
Phage_integrase	4
Phage_lysozyme	2
Plectin	2
PotD	2
Prismane	2
Pro_CA	4
Propep_M14	4
PyrI	2
PyrI_NC	2
Pyridox_oxidase	2
QRPTase	2
RA	2
RGS	4
RHD	2
RING	3
RNA_dep_RNA_pol	2
RNA_pol_A_CTD	2
RNA_pol_A_bac	2
RNA_pol_H	2
RNA_pol_K	2
RNA_pol_N	2
RNase_HII	3
RNase_U2	2
RRF	4
Ran_BP1	2
Recep_L_domain	2
RhoGAP	2
RhoGEF	2
Rho_GDI	2
Rhodanese	6
Rib_hydrolayse	2
Ribonuclease_P	2
Ribosomal_L1	3
Ribosomal_L11	2
Ribosomal_L12	2
Ribosomal_L14	2
Ribosomal_L18p	2
Ribosomal_L2	2
Ribosomal_L22	2
Ribosomal_L2_C	2
Ribosomal_L2_N	2
Ribosomal_L30	2
Ribosomal_L4	2
Ribosomal_L5_NC	2
Ribosomal_L6	2
Ribosomal_L6_D	4
Ribosomal_L7Ae	3
Ribosomal_S15	2
Ribosomal_S30AE	2
Ribosomal_S5	2
Ribosomal_S5_C	2
Ribosomal_S5_N	2
Ribosomal_S7	2
Ribosomal_S8	2
Ricin_B_lectin	2
Rop	2
Rotamase	2
RrnaAD	2
RuBisCO_large	7
RuBisCO_large_N	6
RuBisCO_large_NC	7
RuBisCO_small	7
RuvA	2
S-AdoMet_synt	2
S-AdoMet_syntD2	2
S-AdoMet_syntD3	2
S-AdoMet_synt_NC	2
S1	2
S4	3
SAICAR_synt	2
SAM	2
SAM_PNT	2
SAM_decarbox	2
SAP	3
SBP_bacterial_1	3
SCP	2
SCP2	2
SET	2
SHMT	2
SIR2	2
SIS	2
SKI	2
SLT	2
SLT_beta	2
SNAP-25	2
SPEC	2
SRF-TF	3
SRP19	2
SRP54	2
SRP54M	2
SSB	2
START	2
STAS	2
STAT	2
SUI1	2
S_100	6
S_T_dehydratase	2
Sec1	2
Sec23_NC	2
Sec7	2
Seedstore_7s	2
Skp1	2
Sm	4
Spermine_synth	2
SpoU_methylase	2
SpoU_methylase_C	2
SpoU_methylase_N	2
Stap_Strp_toxin	6
Staphylokinase	2
Sua5_yciO_yrdC	2
Sulfatase	2
Sulfotransfer	5
Syntaxin	2
T-box	2
TBCA	2
TFIIS	2
TGT	2
THAUMATIN	3
THF_DHG_CYH	2
TIG	6
TIL	4
TIMP	2
TIR	2
TMV_coat	4
TNF	5
TNFR_c6	2
TPK	2
TPK_B1_binding	2
TPK_catalytic	2
TPR	6
TRANSTHYRETIN	3
Tautomerase	2
Terpene_synth_C	2
Terpene_synth_N	2
Terpene_synth_NC	2
Thioesterase	2
Thr_dehydrat_C	2
TmpK	2
TonB_dep_Rec	2
Topoisom_bac	2
Topoisomerase_I	2
Topoisomerase_I_core	2
Toprim	3
Transaldolase	2
Transglut_core	2
Transglutamin_C	2
Transglutamin_N	2
Transglutamin_NC	2
Transpeptidase	2
TrkA-N	2
TrpBP	2
Trypan_glycop	2
Tymo_coat	2
TyrKc	7
UBQ	3
UBX	2
UCH	2
UCR_14kD	2
UCR_TM	3
UPF0033	2
UPF0044	2
UPF0076	3
UPP_synthetase	2
URO-D	2
UcrQ	3
UreE	2
Urease_beta	2
Uricase	2
Usp	2
UvrD-helicase	2
VAT-N	2
VAT-Nc	2
VAT-Nn	2
VHS	2
VPR	2
WD40	2
WH1	2
WHEP-TRS	2
WW	4
XPG_C	2
XPG_NC	2
XPG_NI	2
Yers_vir_YopE	3
YgbB	3
Zn_dep_PLPC	2
aabp	3
aadh	8
aakinase	2
aat	10
abhydrolase_2	2
ace	6
acid_phosphat	3
aconitase	2
actin	4
acyo	2
adeno_fiber	3
adh	5
adk	9
aldedh	4
aldose	3
aldosered	7
alk_phosphatase	2
alpha-amylase	23
alpha-amylase_C	21
alpha-amylase_N	2
alpha-amylase_NC	23
aminobp	2
aminotran_4	2
aminotran_5	2
annexin	6
apbact	3
arginase	2
arrestin	2
arrestin_C	2
arrestin_NC	2
asp	13
aspg	2
asprs	3
avi	2
az	29
bac_lipase	2
bac_luciferase	4
biopterin_H	2
biotin_lipoyl	7
blm	8
blmb	6
bontoxilysin	2
bowman	5
bromodomain	4
bv	7
cNMP	2
cah	5
capsid_c	2
capsid_n	2
cat	3
cat3	4
cbm12	3
cbp	8
ccH	4
cdh	3
chorismate_bind	3
chromo	3
citrate_synt	3
cks	3
cox	4
cpa	4
cpn10	2
cpn60_TCP1	4
cryst	7
csp	3
cyclin	3
cyclo	6
cys	13
cystatin	3
cyt3	6
cyt5	6
cytb	6
cytc	11
cyto	3
cytochr_c552	2
cytochrome_b	2
cytprime	4
dCMP_cyt_deam	3
dNK	2
dTDP_sugar_isom	2
dhfr	4
dpb	2
dpo1	4
dsrm	3
dutpase	3
e3	2
eIF-1a	2
eIF-5a	2
eIF6	2
ech	3
egf	12
endotoxin	2
enolase	2
envelope	2
ets	4
fabp	17
fbpase	4
fer2	13
fer4	14
fer4_NifH	2
ferritin	4
fibrinogen_C	3
fkbp	4
flav	6
flavbb	2
fn3	14
formyl_transf	2
fusion_gly	2
gag_p17	2
galpha	3
gdh	2
ghf1	8
ghf10	5
ghf11	5
ghf14	3
ghf15	2
ghf16	2
ghf17	2
ghf18	5
ghf2	2
ghf22	12
ghf28	2
ghf33	4
ghf34	3
ghf46	2
ghf5	6
ghf6	3
ghf7	4
ghf9	2
gln-synt	2
gln-synt_N	2
gln-synt_NC	2
glnasn	4
glob	41
gluts	14
gpdh	8
gpr	3
grs	11
gtp	8
helicase_C	5
helicase_NC	3
hemery	2
hemocyan	2
hemopexin	4
hexapep	3
hexokinase	3
hip	5
histone	4
hla	5
hom	8
hormone	2
hormone5	2
hormone_rec	5
hpr	5
hr	5
hsp90	2
icd	5
igC1	5
igC2	2
igI	9
igV	9
igcon	12
igps	3
igvar-h	21
igvar-l	26
il10	2
il8	11
inositol_P	3
ins	6
int	5
intb	6
integrase	2
internalin	2
isoamylase_N	2
isoamylase_NC	2
kazal	6
kex	3
kinase	15
kringle	9
ku	2
kunitz	10
lacI	3
lamb	3
laminin_G	4
ldh	14
leukocidin	3
lh2	2
ligase-CoA	3
ligase-CoA_NC	2
linker_histone	2
lipase	5
lipocalin	15
lipoxygenase	2
lta	3
ltb	3
ltn	12
lyase_1	5
malic	2
malic_C	2
malic_N	2
malt_amylase_NC	2
mcp2	2
mdd	3
mdm2	2
merR	2
mle	3
mmo	2
mmoa	2
mmob_lower	2
mmob_upper	3
mmp	6
mofe	6
molybdopterin	4
msb	8
mthina	3
mthinb	3
mutT	2
myb_DNA-binding	5
mycin	4
ndk	4
neur_chan_memb	2
neurotox	3
ngf	4
nir	2
oat	4
oxidored_FMN	2
oxidored_q6	5
p450	12
parv	7
pcd	2
pdc	4
pec_lyase	4
pentraxin	2
peroxidase	5
pgk	4
phc	12
phero	3
phosfruc	2
phoslip	18
phosphotriesterase	2
phs	3
phycoerythr_ab	2
pili_assembly	2
pilin	3
piplc	2
plantltp	5
planttoxin	3
pnp	3
porin	4
pot	4
pou	2
pp	3
pp-binding	2
ppase	4
prc	2
prenyltrans	2
pro_aminopeptidase	2
profilin	5
proteasome	17
protg	4
prt	3
psaA_psaB	2
ptpase	3
rasgap	2
recA	2
recA_C	2
recA_N	2
recombinase	3
reductases	7
rep	4
response_reg	13
rhv	6
ribokinase	2
ribonuclease_T2	2
ricin	7
rnase	3
rnasemam	6
rnh	3
rnr	3
rrm	20
rub	5
rvintegrase	2
rvp	6
rvt	2
scorptoxin	8
sdr	13
seatoxin	5
serbact	5
sermam	27
serpin	8
sh2	11
sh3	20
sialidase_N	2
sigma54	2
slectin	5
sodcu	7
sodfe	8
spidertoxin	2
squash	4
sti	5
stpp	2
subt	11
sugbp	4
svmp	3
tRNA-synt_1	3
tRNA-synt_1_edit	2
tRNA-synt_1b	2
tRNA-synt_1c	2
tRNA-synt_1d	2
tRNA-synt_1d_C	2
tRNA-synt_1d_M	2
tRNA-synt_1d_N	2
tRNA-synt_2b	5
tRNA-synt_2d	2
tRNA_bind	3
taf	2
tbpc	4
tcl1_mtcp1	2
tetR	2
tgfb	8
thiolase	2
thionin	3
thiored	6
thymid_phosphorylase	2
tim	10
tln	4
tms	5
toxin	20
toxin_2	21
trans_reg_C	2
transcript_fac2	2
transket_pyr	3
transketolase	2
transketolase_C	3
transketolase_PC	3
trfl	7
trp_syntA	2
tryp_alpha_amyl	3
tubulin	2
tyrosinase	2
uce	13
ung	3
urease	2
urease_gamma	2
utg	2
voltage_CLC	2
vprotease	2
xia	6
zf-CCHC	2
zf-CCHH	15
zf-TAZ	2
